case_id,category,split,replay_verified,tx_hash,frame_index,depth,parent,call_tree,kind,target_address,target_role,function,decoded,value,gas,outcome,args_preview,events_preview,is_gt_vuln_function,role,essential,annotator,notes
C02,access_control,test,yes,0x35a73969f582872c25c96c48d8bb31c23eab8a49c19282c67509b96186734e60,4,3,3,      [CALL] 0xC02aaA..6Cc2.transfer(),CALL,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,,transfer,yes,,12862,Return,"0x6980a47beE930a4584B09Ee79eBe46484FbDBDD0, 6463332789527457985 [6.463e18]","Transfer(from: 0x45f4d60405b797a2b0e5eA581fe6EA445CB46b8f, to: 0x6980a47beE930a4584B09Ee79eBe46484FbDBDD0, amount: 6463332789527457985 [6.463e18])",,,,,
C02,access_control,test,yes,0x35a73969f582872c25c96c48d8bb31c23eab8a49c19282c67509b96186734e60,5,3,3,      [STATICCALL] 0x6A7eFF..ED98.balanceOf(),STATICCALL,0x6A7eFF1e2c355AD6eb91BEbB5ded49257F3FED98,victim,balanceOf,yes,,2941,Return,0x45f4d60405b797a2b0e5eA581fe6EA445CB46b8f,,,,,,
C02,access_control,test,yes,0x35a73969f582872c25c96c48d8bb31c23eab8a49c19282c67509b96186734e60,6,3,3,      [CALL] 0x000000..7439.uniswapV3SwapCallback(),CALL,0x00000000FdAC7708D0D360BDDc1bc7d097F47439,,uniswapV3SwapCallback,yes,,43852,Stop,"12479437103825582622058 [1.247e22], -6463332789527457985 [-6.463e18], 0x00000000000000000000000045f4d60405b797a2b0e5ea581fe6ea445cb46b8f000000000000000000000000...",,,,,,
C02,access_control,test,yes,0x35a73969f582872c25c96c48d8bb31c23eab8a49c19282c67509b96186734e60,7,4,6,        [CALL] 0x6A7eFF..ED98.transferFrom(),CALL,0x6A7eFF1e2c355AD6eb91BEbB5ded49257F3FED98,victim,transferFrom,yes,,42036,Return,"0x0cc396F558aAE5200bb0aBB23225aCcafCA31E27, 0x45f4d60405b797a2b0e5eA581fe6EA445CB46b8f, 12479437103825582622058 [1.247e22]","Transfer(from: 0x0cc396F558aAE5200bb0aBB23225aCcafCA31E27, to: 0x45f4d60405b797a2b0e5eA581fe6EA445CB46b8f, amount: 12479437103825582622058 [1.247e22]) | Approva...",yes,,,,
C02,access_control,test,yes,0x35a73969f582872c25c96c48d8bb31c23eab8a49c19282c67509b96186734e60,8,3,3,      [STATICCALL] 0x6A7eFF..ED98.balanceOf(),STATICCALL,0x6A7eFF1e2c355AD6eb91BEbB5ded49257F3FED98,victim,balanceOf,yes,,941,Return,0x45f4d60405b797a2b0e5eA581fe6EA445CB46b8f,,,,,,
C02,access_control,test,yes,0x35a73969f582872c25c96c48d8bb31c23eab8a49c19282c67509b96186734e60,9,1,1,  [STATICCALL] 0xC02aaA..6Cc2.balanceOf(),STATICCALL,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,,balanceOf,yes,,534,Return,0x6980a47beE930a4584B09Ee79eBe46484FbDBDD0,,,,,,
C02,access_control,test,yes,0x35a73969f582872c25c96c48d8bb31c23eab8a49c19282c67509b96186734e60,10,1,1,  [CALL] 0xC02aaA..6Cc2.withdraw(),CALL,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,,withdraw,yes,,9290,Stop,6463332789527457985 [6.463e18],"Withdrawal(param0: 0x6980a47beE930a4584B09Ee79eBe46484FbDBDD0, param1: 6463332789527457985 [6.463e18])",,,,,
C02,access_control,test,yes,0x35a73969f582872c25c96c48d8bb31c23eab8a49c19282c67509b96186734e60,11,2,10,    [CALL] 0x6980a4..BDD0.receive() value=6463332789527457985,CALL,0x6980a47beE930a4584B09Ee79eBe46484FbDBDD0,attack_contract,receive,yes,6463332789527457985,150,Return,,,,,,,
C02,access_control,test,yes,0x35a73969f582872c25c96c48d8bb31c23eab8a49c19282c67509b96186734e60,12,1,1,  [CALL] 0x229b83..5d5f.receive() value=6450406123948403069,CALL,0x229b8325bb9Ac04602898B7e8989998710235d5f,,receive,yes,6450406123948403069,0,Stop,,,,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,1,0,,[CREATE] 0x4985DB..7238.new <unknown>(),CREATE,0x4985DB6Fa42F6a30Ea7D20CB19591A0552C67238,attack_contract,new <unknown>,yes,,823108,Return,,,,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,2,1,1,  [STATICCALL] 0x9A1aEF..2a54.balanceOf(),STATICCALL,0x9A1aEF8C9ADA4224aD774aFdaC07C24955C92a54,victim,balanceOf,yes,,2496,Return,0x6a8C4448763C08aDEb80ADEbF7A29b9477Fa0628,,,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,3,1,1,  [CALL] 0x9A1aEF..2a54.mint(),CALL,0x9A1aEF8C9ADA4224aD774aFdaC07C24955C92a54,victim,mint,yes,,32440,Return,"0x4985DB6Fa42F6a30Ea7D20CB19591A0552C67238, 146965900202189951396348800 [1.469e26], """"","Transfer(from: 0x0000000000000000000000000000000000000000, to: 0x4985DB6Fa42F6a30Ea7D20CB19591A0552C67238, amount: 146965900202189951396348800 [1.469e26]) | top...",yes,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,4,1,1,  [STATICCALL] 0x9A1aEF..2a54.balanceOf(),STATICCALL,0x9A1aEF8C9ADA4224aD774aFdaC07C24955C92a54,victim,balanceOf,yes,,496,Return,0x4985DB6Fa42F6a30Ea7D20CB19591A0552C67238,,,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,5,1,1,  [CALL] 0x9A1aEF..2a54.approve(),CALL,0x9A1aEF8C9ADA4224aD774aFdaC07C24955C92a54,victim,approve,yes,,24607,Return,"0x10ED43C718714eb63d5aA57B78B54704E256024E, 146965900202189951396348800 [1.469e26]","Approval(owner: 0x4985DB6Fa42F6a30Ea7D20CB19591A0552C67238, spender: 0x10ED43C718714eb63d5aA57B78B54704E256024E, amount: 146965900202189951396348800 [1.469e26])",,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,6,1,1,  [CALL] 0x10ED43..024E.swapExactTokensForTokensSupportingFeeOnTransferTokens(),CALL,0x10ED43C718714eb63d5aA57B78B54704E256024E,,swapExactTokensForTokensSupportingFeeOnTransferTokens,yes,,89932,Stop,"146965900202189951396348800 [1.469e26], 0, [0x9A1aEF8C9ADA4224aD774aFdaC07C24955C92a54, 0x55d398326f99059fF775485246999027B3197955], 0x9bf2c7C21f3C488A1855Dcd49...",,,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,7,2,6,    [CALL] 0x9A1aEF..2a54.transferFrom(),CALL,0x9A1aEF8C9ADA4224aD774aFdaC07C24955C92a54,victim,transferFrom,yes,,8979,Return,"0x4985DB6Fa42F6a30Ea7D20CB19591A0552C67238, 0x6a8C4448763C08aDEb80ADEbF7A29b9477Fa0628, 146965900202189951396348800 [1.469e26]","Transfer(from: 0x4985DB6Fa42F6a30Ea7D20CB19591A0552C67238, to: 0x6a8C4448763C08aDEb80ADEbF7A29b9477Fa0628, amount: 146965900202189951396348800 [1.469e26]) | App...",,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,8,2,6,    [STATICCALL] 0x55d398..7955.balanceOf(),STATICCALL,0x55d398326f99059fF775485246999027B3197955,,balanceOf,yes,,2531,Return,0x9bf2c7C21f3C488A1855Dcd49158841C23e5c35b,,,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,9,2,6,    [STATICCALL] 0x6a8C44..0628.getReserves(),STATICCALL,0x6a8C4448763C08aDEb80ADEbF7A29b9477Fa0628,,getReserves,yes,,2893,Return,,,,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,10,2,6,    [STATICCALL] 0x9A1aEF..2a54.balanceOf(),STATICCALL,0x9A1aEF8C9ADA4224aD774aFdaC07C24955C92a54,victim,balanceOf,yes,,496,Return,0x6a8C4448763C08aDEb80ADEbF7A29b9477Fa0628,,,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,11,2,6,    [CALL] 0x6a8C44..0628.swap(),CALL,0x6a8C4448763C08aDEb80ADEbF7A29b9477Fa0628,,swap,yes,,62310,Stop,"90488670389646322334139 [9.048e22], 0, 0x9bf2c7C21f3C488A1855Dcd49158841C23e5c35b, 0x","Sync(: 1814309180744788417728 [1.814e21], : 149905218206233750424275776 [1.499e26]) | Swap(param0: 0x10ED43C718714eb63d5aA57B78B54704E256024E, param1: 0, param2...",,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,12,3,11,      [CALL] 0x55d398..7955.transfer(),CALL,0x55d398326f99059fF775485246999027B3197955,,transfer,yes,,27971,Return,"0x9bf2c7C21f3C488A1855Dcd49158841C23e5c35b, 90488670389646322334139 [9.048e22]","Transfer(from: 0x6a8C4448763C08aDEb80ADEbF7A29b9477Fa0628, to: 0x9bf2c7C21f3C488A1855Dcd49158841C23e5c35b, amount: 90488670389646322334139 [9.048e22])",,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,13,3,11,      [STATICCALL] 0x55d398..7955.balanceOf(),STATICCALL,0x55d398326f99059fF775485246999027B3197955,,balanceOf,yes,,531,Return,0x6a8C4448763C08aDEb80ADEbF7A29b9477Fa0628,,,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,14,3,11,      [STATICCALL] 0x9A1aEF..2a54.balanceOf(),STATICCALL,0x9A1aEF8C9ADA4224aD774aFdaC07C24955C92a54,victim,balanceOf,yes,,496,Return,0x6a8C4448763C08aDEb80ADEbF7A29b9477Fa0628,,,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,15,2,6,    [STATICCALL] 0x55d398..7955.balanceOf(),STATICCALL,0x55d398326f99059fF775485246999027B3197955,,balanceOf,yes,,531,Return,0x9bf2c7C21f3C488A1855Dcd49158841C23e5c35b,,,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,1,0,,[CALL] 0xFD4DcC..1D95.13108dec(),CALL,0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95,attack_contract,13108dec,no,,2631559,Stop,,,,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,2,1,1,  [CALL] 0x418C24..54BE.mint(),CALL,0x418C24191aE947A78C99fDc0e45a1f96Afb254BE,victim,mint,yes,,30122,Return,,"Transfer(from: 0x0000000000000000000000000000000000000000, to: 0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, amount: 100000000000000000 [1e17])",yes,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,3,1,1,  [CALL] 0x418C24..54BE.mint(),CALL,0x418C24191aE947A78C99fDc0e45a1f96Afb254BE,victim,mint,yes,,3422,Return,,"Transfer(from: 0x0000000000000000000000000000000000000000, to: 0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, amount: 100000000000000000 [1e17])",yes,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,4,1,1,  [CALL] 0x418C24..54BE.approve(),CALL,0x418C24191aE947A78C99fDc0e45a1f96Afb254BE,victim,approve,yes,,25249,Return,"0xE592427A0AEce92De3Edee1F18E0157C05861564, 115792089237316195423570985008687907853269984665640564039457584007913129639935 [1.157e77]","Approval(owner: 0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, spender: 0xE592427A0AEce92De3Edee1F18E0157C05861564, amount: 115792089237316195423570985008687907853...",,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,5,1,1,  [STATICCALL] 0x418C24..54BE.balanceOf(),STATICCALL,0x418C24191aE947A78C99fDc0e45a1f96Afb254BE,victim,balanceOf,yes,,2863,Return,0x5FFaf1B4Da96D6Cfd4045035A94A924fC39631dC,,,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,6,1,1,  [CALL] 0xE59242..1564.exactInputSingle(),CALL,0xE592427A0AEce92De3Edee1F18E0157C05861564,,exactInputSingle,yes,,2414072,Return,"(0x418C24191aE947A78C99fDc0e45a1f96Afb254BE, 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48, 500, 0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, 1666009991 [1.666e9], ...",,,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,7,2,6,    [CALL] 0x5FFaf1..31dC.swap(),CALL,0x5FFaf1B4Da96D6Cfd4045035A94A924fC39631dC,,swap,yes,,2406640,Return,"0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, true, 1079757573000057 [1.079e15], 4295128740 [4.295e9], 0x000000000000000000000000000000000000000000000000000000000...","Swap(param0: 0xE592427A0AEce92De3Edee1F18E0157C05861564, param1: 0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, param2: 2425482740776 [2.425e12], param3: -24472417...",,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,8,3,7,      [CALL] 0xA0b869..eB48.transfer(),CALL,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,,transfer,yes,,44017,Return,"0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, 2447241739 [2.447e9]",,,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,9,4,8,        [DELEGATECALL] 0xa2327a..bDCF.transfer(),DELEGATECALL,0xa2327a938Febf5FEC13baCFb16Ae10EcBc4cbDCF,,transfer,yes,,36728,Return,"0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, 2447241739 [2.447e9]","Transfer(from: 0x5FFaf1B4Da96D6Cfd4045035A94A924fC39631dC, to: 0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, amount: 2447241739 [2.447e9])",,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,10,3,7,      [STATICCALL] 0x418C24..54BE.balanceOf(),STATICCALL,0x418C24191aE947A78C99fDc0e45a1f96Afb254BE,victim,balanceOf,yes,,863,Return,0x5FFaf1B4Da96D6Cfd4045035A94A924fC39631dC,,,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,11,3,7,      [CALL] 0xE59242..1564.uniswapV3SwapCallback(),CALL,0xE592427A0AEce92De3Edee1F18E0157C05861564,,uniswapV3SwapCallback,yes,,13845,Stop,"2425482740776 [2.425e12], -2447241739 [-2.447e9], 0x000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000...",,,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,12,4,11,        [CALL] 0x418C24..54BE.transferFrom(),CALL,0x418C24191aE947A78C99fDc0e45a1f96Afb254BE,victim,transferFrom,yes,,9789,Return,"0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, 0x5FFaf1B4Da96D6Cfd4045035A94A924fC39631dC, 2425482740776 [2.425e12]","Transfer(from: 0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, to: 0x5FFaf1B4Da96D6Cfd4045035A94A924fC39631dC, amount: 2425482740776 [2.425e12]) | Approval(owner: 0...",,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,13,3,7,      [STATICCALL] 0x418C24..54BE.balanceOf(),STATICCALL,0x418C24191aE947A78C99fDc0e45a1f96Afb254BE,victim,balanceOf,yes,,863,Return,0x5FFaf1B4Da96D6Cfd4045035A94A924fC39631dC,,,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,14,1,1,  [STATICCALL] 0xA0b869..eB48.balanceOf(),STATICCALL,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,,balanceOf,yes,,1315,Return,0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95,,,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,15,2,14,    [DELEGATECALL] 0xa2327a..bDCF.balanceOf(),DELEGATECALL,0xa2327a938Febf5FEC13baCFb16Ae10EcBc4cbDCF,,balanceOf,yes,,529,Return,0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95,,,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,16,1,1,  [CALL] 0xA0b869..eB48.approve(),CALL,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,,approve,yes,,27867,Return,"0xE592427A0AEce92De3Edee1F18E0157C05861564, 115792089237316195423570985008687907853269984665640564039457584007913129639935 [1.157e77]",,,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,17,2,16,    [DELEGATECALL] 0xa2327a..bDCF.approve(),DELEGATECALL,0xa2327a938Febf5FEC13baCFb16Ae10EcBc4cbDCF,,approve,yes,,27078,Return,"0xE592427A0AEce92De3Edee1F18E0157C05861564, 115792089237316195423570985008687907853269984665640564039457584007913129639935 [1.157e77]","Approval(owner: 0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, spender: 0xE592427A0AEce92De3Edee1F18E0157C05861564, amount: 115792089237316195423570985008687907853...",,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,18,1,1,  [CALL] 0xE59242..1564.exactInputSingle(),CALL,0xE592427A0AEce92De3Edee1F18E0157C05861564,,exactInputSingle,yes,,92460,Return,"(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48, 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2, 500, 0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, 1666009991 [1.666e9], ...",,,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,19,2,18,    [CALL] 0x88e6A0..5640.swap(),CALL,0x88e6A0c2dDD26FEEb64F039a2c41296FcB3f5640,,swap,yes,,85028,Return,"0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, true, 2447241739 [2.447e9], 4295128740 [4.295e9], 0x0000000000000000000000000000000000000000000000000000000000000020...","Swap(param0: 0xE592427A0AEce92De3Edee1F18E0157C05861564, param1: 0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, param2: 2447241739 [2.447e9], param3: -185515044428...",,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,20,3,19,      [CALL] 0xC02aaA..6Cc2.transfer(),CALL,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,,transfer,yes,,29962,Return,"0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, 1855150444286128408 [1.855e18]","Transfer(from: 0x88e6A0c2dDD26FEEb64F039a2c41296FcB3f5640, to: 0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, amount: 1855150444286128408 [1.855e18])",,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,21,3,19,      [STATICCALL] 0xA0b869..eB48.balanceOf(),STATICCALL,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,,balanceOf,yes,,3315,Return,0x88e6A0c2dDD26FEEb64F039a2c41296FcB3f5640,,,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,22,4,21,        [DELEGATECALL] 0xa2327a..bDCF.balanceOf(),DELEGATECALL,0xa2327a938Febf5FEC13baCFb16Ae10EcBc4cbDCF,,balanceOf,yes,,2529,Return,0x88e6A0c2dDD26FEEb64F039a2c41296FcB3f5640,,,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,23,3,19,      [CALL] 0xE59242..1564.uniswapV3SwapCallback(),CALL,0xE592427A0AEce92De3Edee1F18E0157C05861564,,uniswapV3SwapCallback,yes,,14848,Stop,"2447241739 [2.447e9], -1855150444286128408 [-1.855e18], 0x000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000...",,,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,24,4,23,        [CALL] 0xA0b869..eB48.transferFrom(),CALL,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,,transferFrom,yes,,10792,Return,"0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, 0x88e6A0c2dDD26FEEb64F039a2c41296FcB3f5640, 2447241739 [2.447e9]",,,,,,
C04,access_control,test,yes,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,25,5,24,          [DELEGATECALL] 0xa2327a..bDCF.transferFrom(),DELEGATECALL,0xa2327a938Febf5FEC13baCFb16Ae10EcBc4cbDCF,,transferFrom,yes,,9997,Return,"0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, 0x88e6A0c2dDD26FEEb64F039a2c41296FcB3f5640, 2447241739 [2.447e9]","Transfer(from: 0xFD4DcCD754EAaA8C9196998c5Bb06A56dF6a1D95, to: 0x88e6A0c2dDD26FEEb64F039a2c41296FcB3f5640, amount: 2447241739 [2.447e9])",,,,,
