case_id,category,split,replay_verified,tx_hash,frame_index,depth,parent,call_tree,kind,target_address,target_role,function,decoded,value,gas,outcome,args_preview,events_preview,is_gt_vuln_function,role,essential,annotator,notes
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,13,3,11,      [STATICCALL] 0x55d398..7955.balanceOf(),STATICCALL,0x55d398326f99059fF775485246999027B3197955,,balanceOf,yes,,531,Return,0x6a8C4448763C08aDEb80ADEbF7A29b9477Fa0628,,,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,14,3,11,      [STATICCALL] 0x9A1aEF..2a54.balanceOf(),STATICCALL,0x9A1aEF8C9ADA4224aD774aFdaC07C24955C92a54,victim,balanceOf,yes,,496,Return,0x6a8C4448763C08aDEb80ADEbF7A29b9477Fa0628,,,,,,
C03,access_control,test,no,0x3f1973fe56de5ecd59a815d3b14741cf48385903b0ccfe248f7f10c2765061f7,15,2,6,    [STATICCALL] 0x55d398..7955.balanceOf(),STATICCALL,0x55d398326f99059fF775485246999027B3197955,,balanceOf,yes,,531,Return,0x9bf2c7C21f3C488A1855Dcd49158841C23e5c35b,,,,,,
C06,arbitrary_external_call,test,yes,0x23fcf9d4517f7cc39815b09b0a80c023ab2c8196c826c93b4100f2e26b701286,1,0,,[CALL] 0x65c210..1F06.performOperations(),CALL,0x65c210c59B43EB68112b7a4f75C8393C36491F06,attack_contract,performOperations,yes,,51877,Return,"[30], [0], [0x000000000000000000000000b05cabcd99cf9a73b19805edefc5f67ca5d1895e00000000000000000000000000000000000000000000000000000000000000a0000000000000000000...",,,,,,
C06,arbitrary_external_call,test,yes,0x23fcf9d4517f7cc39815b09b0a80c023ab2c8196c826c93b4100f2e26b701286,2,1,1,  [DELEGATECALL] 0x45e15d..148B.performOperations(),DELEGATECALL,0x45e15d1e4F92f28A916F4f2971Ad9adc278e148B,victim,performOperations,yes,,49088,Return,"[30], [0], [0x000000000000000000000000b05cabcd99cf9a73b19805edefc5f67ca5d1895e00000000000000000000000000000000000000000000000000000000000000a0000000000000000000...",,yes,,,,
C06,arbitrary_external_call,test,yes,0x23fcf9d4517f7cc39815b09b0a80c023ab2c8196c826c93b4100f2e26b701286,3,2,2,    [CALL] 0xB05cAB..895E.transferFrom(),CALL,0xB05cABCd99cf9a73b19805edefC5f67CA5d1895E,,transferFrom,yes,,37241,Return,"0x9CBF099ff424979439dFBa03F00B5961784c06ce, 0x94641c01a4937f2C8eF930580cF396142a2942DC, 1385238431763437306795 [1.385e21]","Transfer(from: 0x9CBF099ff424979439dFBa03F00B5961784c06ce, to: 0x94641c01a4937f2C8eF930580cF396142a2942DC, amount: 1385238431763437306795 [1.385e21])",,,,,
C09,arithmetic,dev,yes,0x33479bcfbc792aa0f8103ab0d7a3784788b5b0e1467c81ffbed1b7682660b4fa,1,0,,[CALL] 0x897679..A9EE.74a97af6(),CALL,0x89767960B76b009416Bc7ff4A4B79051eeD0A9EE,attack_contract,74a97af6,no,,128649,Return,00000000000000000000000000000000000000000000000000000000000000800000000000000000000000003ad416233f87a8ed4778ef92237655cfa4ece41500000000000000000000000000000000...,,,,,,
C09,arithmetic,dev,yes,0x33479bcfbc792aa0f8103ab0d7a3784788b5b0e1467c81ffbed1b7682660b4fa,2,1,1,  [CALL] 0x2D85F5..13c5.74a97af6(),CALL,0x2D85F5C295760b0AFe0b271b94254a8c58B513c5,,74a97af6,no,,115866,Return,0000000000000000000000000000000000000000000000000000000000000080000000000000000000000000a4aafee01a8bd3808fb9dfd6352d5015fe42720e00000000000000000000000000000000...,,,,,,
C09,arithmetic,dev,yes,0x33479bcfbc792aa0f8103ab0d7a3784788b5b0e1467c81ffbed1b7682660b4fa,3,2,2,    [CALL] 0xB3FB1D..85dE.withdraw(),CALL,0xB3FB1D01B07A706736Ca175f827e4F56021b85dE,victim,withdraw,yes,,106332,Stop,8792873290680252648282 [8.792e21],"Withdrawn(param0: 0x2D85F5C295760b0AFe0b271b94254a8c58B513c5, param1: 8792873290680252648282 [8.792e21])",yes,,,,
C09,arithmetic,dev,yes,0x33479bcfbc792aa0f8103ab0d7a3784788b5b0e1467c81ffbed1b7682660b4fa,4,3,3,      [CALL] 0xB1BbeE..D042.transfer(),CALL,0xB1BbeEa2dA2905E6B0A30203aEf55c399C53D042,,transfer,yes,,29840,Return,"0x2D85F5C295760b0AFe0b271b94254a8c58B513c5, 8792873290680252648282 [8.792e21]","Transfer(from: 0xB3FB1D01B07A706736Ca175f827e4F56021b85dE, to: 0x2D85F5C295760b0AFe0b271b94254a8c58B513c5, amount: 8792873290680252648282 [8.792e21])",,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,1,0,,[CALL] 0xeBC291..Bf99.863df8af(),CALL,0xeBC29199C817Dc47BA12E3F86102564D640CBf99,attack_contract,863df8af,no,,2015830,Stop,,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,2,1,1,  [CALL] 0x6B1754..1d0F.decimals(),CALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,decimals,yes,,240,Return,,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,3,1,1,  [CALL] 0x6B1754..1d0F.decimals(),CALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,decimals,yes,,240,Return,,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,4,1,1,  [STATICCALL] 0x6B1754..1d0F.balanceOf(),STATICCALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,balanceOf,yes,,2602,Return,0x27182842E098f60e3D576794A5bFFb0777E025d3,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,5,1,1,  [CALL] 0x7d2768..c7A9.flashLoan(),CALL,0x7d2768dE32b0b80b7a3454c06BdAc94A69DDc7A9,,flashLoan,yes,,1993387,Return,"0xeBC29199C817Dc47BA12E3F86102564D640CBf99, [0x6B175474E89094C44Da98b954EedeAC495271d0F], [30000000000000000000000000 [3e25]], [0], 0xeBC29199C817Dc47BA12E3F861...",,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,6,2,5,    [DELEGATECALL] 0xC6845a..5baf.flashLoan(),DELEGATECALL,0xC6845a5C768BF8D7681249f8927877Efda425baf,,flashLoan,yes,,1988162,Stop,"0xeBC29199C817Dc47BA12E3F86102564D640CBf99, [0x6B175474E89094C44Da98b954EedeAC495271d0F], [30000000000000000000000000 [3e25]], [0], 0xeBC29199C817Dc47BA12E3F861...","ReserveDataUpdated(param0: 0x6B175474E89094C44Da98b954EedeAC495271d0F, param1: 1959998735747773165680402 [1.959e24], param2: 105012559700472614291509045 [1.05e2...",,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,7,3,6,      [CALL] 0x028171..68A3.transferUnderlyingTo(),CALL,0x028171bCA77440897B824Ca71D1c56caC55b68A3,,transferUnderlyingTo,yes,,37076,Return,"0xeBC29199C817Dc47BA12E3F86102564D640CBf99, 30000000000000000000000000 [3e25]",,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,8,4,7,        [DELEGATECALL] 0x7b2a3C..7bD0.transferUnderlyingTo(),DELEGATECALL,0x7b2a3CF972C3193F26CdeC6217D27379b6417bD0,,transferUnderlyingTo,yes,,31962,Return,"0xeBC29199C817Dc47BA12E3F86102564D640CBf99, 30000000000000000000000000 [3e25]",,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,9,5,8,          [CALL] 0x6B1754..1d0F.transfer(),CALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,transfer,yes,,30174,Return,"0xeBC29199C817Dc47BA12E3F86102564D640CBf99, 30000000000000000000000000 [3e25]","Transfer(from: 0x028171bCA77440897B824Ca71D1c56caC55b68A3, to: 0xeBC29199C817Dc47BA12E3F86102564D640CBf99, amount: 30000000000000000000000000 [3e25])",,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,10,3,6,      [CALL] 0xeBC291..Bf99.executeOperation(),CALL,0xeBC29199C817Dc47BA12E3F86102564D640CBf99,attack_contract,executeOperation,yes,,1798478,Return,"[0x6B175474E89094C44Da98b954EedeAC495271d0F], [30000000000000000000000000 [3e25]], [27000000000000000000000 [2.7e22]], 0xeBC29199C817Dc47BA12E3F86102564D640CBf9...",,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,11,4,10,        [CALL] 0x6B1754..1d0F.approve(),CALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,approve,yes,,24514,Return,"0x7d2768dE32b0b80b7a3454c06BdAc94A69DDc7A9, 115792089237316195423570985008687907853269984665640564039457584007913129639935 [1.157e77]","Approval(owner: 0xeBC29199C817Dc47BA12E3F86102564D640CBf99, spender: 0x7d2768dE32b0b80b7a3454c06BdAc94A69DDc7A9, amount: 115792089237316195423570985008687907853...",,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,12,4,10,        [CREATE] 0x583c21..6c72.new <unknown>(),CREATE,0x583c21631c48D442B5C0E605d624f54A0B366c72,,new <unknown>,yes,,982878,Return,,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,13,5,12,          [CREATE] 0xA0b3ee..f12b.new <unknown>(),CREATE,0xA0b3ee897f233F385E5D61086c32685257d4f12b,,new <unknown>,yes,,408243,Return,,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,14,4,10,        [CALL] 0x6B1754..1d0F.transfer(),CALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,transfer,yes,,25374,Return,"0x583c21631c48D442B5C0E605d624f54A0B366c72, 30000000000000000000000000 [3e25]","Transfer(from: 0xeBC29199C817Dc47BA12E3F86102564D640CBf99, to: 0x583c21631c48D442B5C0E605d624f54A0B366c72, amount: 30000000000000000000000000 [3e25])",,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,15,4,10,        [CALL] 0x583c21..6c72.9f443549(),CALL,0x583c21631c48D442B5C0E605d624f54A0B366c72,,9f443549,no,,706385,Return,000000000000000000000000ebc29199c817dc47ba12e3f86102564d640cbf990000000000000000000000000000000000000000000000000000000001c9c38000000000000000000000000000000000...,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,16,5,15,          [CALL] 0x6B1754..1d0F.decimals(),CALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,decimals,yes,,240,Return,,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,17,5,15,          [STATICCALL] 0x6B1754..1d0F.balanceOf(),STATICCALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,balanceOf,yes,,602,Return,0x583c21631c48D442B5C0E605d624f54A0B366c72,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,18,5,15,          [CALL] 0x6B1754..1d0F.decimals(),CALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,decimals,yes,,240,Return,,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,19,5,15,          [CALL] 0x6B1754..1d0F.approve(),CALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,approve,yes,,24514,Return,"0x27182842E098f60e3D576794A5bFFb0777E025d3, 115792089237316195423570985008687907853269984665640564039457584007913129639935 [1.157e77]","Approval(owner: 0x583c21631c48D442B5C0E605d624f54A0B366c72, spender: 0x27182842E098f60e3D576794A5bFFb0777E025d3, amount: 115792089237316195423570985008687907853...",,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,20,5,15,          [CALL] 0x6B1754..1d0F.decimals(),CALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,decimals,yes,,240,Return,,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,21,5,15,          [CALL] 0xe025E3..D9DC.deposit(),CALL,0xe025E3ca2bE02316033184551D4d3Aa22024D9DC,victim,deposit,yes,,96703,Return,"0, 20000000000000000000000000 [2e25]",,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,22,6,21,            [CALL] 0x271828..25d3.e9c4a3ac(),CALL,0x27182842E098f60e3D576794A5bFFb0777E025d3,,e9c4a3ac,no,,93913,Return,e2bbb1580000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108b2a2c28029094000000583c21631c48d442b5c0e605...,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,23,7,22,              [DELEGATECALL] 0xbb0D4b..4c0a.e2bbb158(),DELEGATECALL,0xbb0D4bb654a21054aF95456a3B29c63e8D1F4c0a,,e2bbb158,no,,86568,Stop,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108b2a2c28029094000000583c21631c48d442b5c0e605d624f54a...,"RequestDeposit(param0: 0x583c21631c48D442B5C0E605d624f54A0B366c72, param1: 20000000000000000000000000 [2e25]) | Deposit(param0: 0x6B175474E89094C44Da98b954EedeA...",,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,24,8,23,                [STATICCALL] 0x6B1754..1d0F.balanceOf(),STATICCALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,balanceOf,yes,,602,Return,0x27182842E098f60e3D576794A5bFFb0777E025d3,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,25,8,23,                [CALL] 0x6B1754..1d0F.transferFrom(),CALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,transferFrom,yes,,6618,Return,"0x583c21631c48D442B5C0E605d624f54A0B366c72, 0x27182842E098f60e3D576794A5bFFb0777E025d3, 20000000000000000000000000 [2e25]","Transfer(from: 0x583c21631c48D442B5C0E605d624f54A0B366c72, to: 0x27182842E098f60e3D576794A5bFFb0777E025d3, amount: 20000000000000000000000000 [2e25])",,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,26,8,23,                [STATICCALL] 0x6B1754..1d0F.balanceOf(),STATICCALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,balanceOf,yes,,602,Return,0x27182842E098f60e3D576794A5bFFb0777E025d3,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,27,8,23,                [DELEGATECALL] 0x42ec0e..eE89.computeInterestRate(),DELEGATECALL,0x42ec0eb1d2746A9f2739D7501C5d5608bdE9eE89,,computeInterestRate,yes,,882,Return,"0x6B175474E89094C44Da98b954EedeAC495271d0F, 373591832 [3.735e8]",,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,28,8,23,                [CALL] 0xe025E3..D9DC.03ddf252(),CALL,0xe025E3ca2bE02316033184551D4d3Aa22024D9DC,victim,03ddf252,no,,2004,Return,ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000583c21631c48d4...,"Transfer(from: 0x0000000000000000000000000000000000000000, to: 0x583c21631c48D442B5C0E605d624f54A0B366c72, amount: 19568124398774981141467060 [1.956e25])",,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,29,5,15,          [CALL] 0x6B1754..1d0F.decimals(),CALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,decimals,yes,,240,Return,,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,30,5,15,          [CALL] 0xe025E3..D9DC.mint(),CALL,0xe025E3ca2bE02316033184551D4d3Aa22024D9DC,victim,mint,yes,,120569,Return,"0, 200000000000000000000000000 [2e26]",,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,31,6,30,            [CALL] 0x271828..25d3.e9c4a3ac(),CALL,0x27182842E098f60e3D576794A5bFFb0777E025d3,,e9c4a3ac,no,,120279,Return,1b2ef1ca0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a56fa5b99019a5c8000000583c21631c48d442b5c0e605...,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,32,7,31,              [DELEGATECALL] 0xbb0D4b..4c0a.1b2ef1ca(),DELEGATECALL,0xbb0D4bb654a21054aF95456a3B29c63e8D1F4c0a,,1b2ef1ca,no,,119434,Stop,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a56fa5b99019a5c8000000583c21631c48d442b5c0e605d624f54a...,"RequestMint(param0: 0x583c21631c48D442B5C0E605d624f54A0B366c72, param1: 200000000000000000000000000 [2e26]) | Deposit(param0: 0x6B175474E89094C44Da98b954EedeAC4...",,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,33,8,32,                [STATICCALL] 0x6B1754..1d0F.balanceOf(),STATICCALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,balanceOf,yes,,602,Return,0x27182842E098f60e3D576794A5bFFb0777E025d3,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,34,8,32,                [DELEGATECALL] 0x42ec0e..eE89.computeInterestRate(),DELEGATECALL,0x42ec0eb1d2746A9f2739D7501C5d5608bdE9eE89,,computeInterestRate,yes,,882,Return,"0x6B175474E89094C44Da98b954EedeAC495271d0F, 373591832 [3.735e8]",,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,35,8,32,                [CALL] 0xe025E3..D9DC.03ddf252(),CALL,0xe025E3ca2bE02316033184551D4d3Aa22024D9DC,victim,03ddf252,no,,2004,Return,ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000583c21631c48d4...,"Transfer(from: 0x0000000000000000000000000000000000000000, to: 0x583c21631c48D442B5C0E605d624f54A0B366c72, amount: 195681243987749811414670603 [1.956e26])",,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,36,8,32,                [DELEGATECALL] 0x42ec0e..eE89.computeInterestRate(),DELEGATECALL,0x42ec0eb1d2746A9f2739D7501C5d5608bdE9eE89,,computeInterestRate,yes,,1099,Return,"0x6B175474E89094C44Da98b954EedeAC495271d0F, 3759074833 [3.759e9]",,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,37,8,32,                [CALL] 0x6085Bc..4686.03ddf252(),CALL,0x6085Bc95F506c326DCBCD7A6dd6c79FBc18d4686,,03ddf252,no,,2004,Return,ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000583c21631c48d4...,"Transfer(from: 0x0000000000000000000000000000000000000000, to: 0x583c21631c48D442B5C0E605d624f54A0B366c72, amount: 200000000000000000000000000 [2e26])",,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,38,8,32,                [DELEGATECALL] 0x3297c8..31a6.requireLiquidity(),DELEGATECALL,0x3297c8db9360f87a7f7826f52A4FA143988931a6,,requireLiquidity,yes,,31617,Stop,0x583c21631c48D442B5C0E605d624f54A0B366c72,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,39,9,38,                  [STATICCALL] 0x6B1754..1d0F.balanceOf(),STATICCALL,0x6B175474E89094C44Da98b954EedeAC495271d0F,,balanceOf,yes,,602,Return,0x27182842E098f60e3D576794A5bFFb0777E025d3,,,,,,
C16,business_logic,test,yes,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,40,9,38,                  [STATICCALL] 0x773616..F1f4.latestAnswer(),STATICCALL,0x773616E4d11A78F511299002da57A0a94577F1f4,,latestAnswer,yes,,14592,Return,,,,,,,
